"","GeneSymbol","LevelOfConfidence"
"1","ADSL","HighEvidence"
"2","ALG13","HighEvidence"
"3","ARHGEF9","HighEvidence"
"4","ARX","HighEvidence"
"5","ATP1A3","HighEvidence"
"6","ATRX","HighEvidence"
"7","CDKL5","HighEvidence"
"8","CHD2","HighEvidence"
"9","CHRNA4","HighEvidence"
"10","CNTNAP2","HighEvidence"
"11","DEPDC5","HighEvidence"
"12","DNM1","HighEvidence"
"13","DOCK7","HighEvidence"
"14","DYRK1A","HighEvidence"
"15","EHMT1","HighEvidence"
"16","FOXG1","HighEvidence"
"17","GABRA1","HighEvidence"
"18","GABRB3","HighEvidence"
"19","GABRG2","HighEvidence"
"20","GNAO1","HighEvidence"
"21","GRIN1","HighEvidence"
"22","GRIN2A","HighEvidence"
"23","GRIN2B","HighEvidence"
"24","HCN1","HighEvidence"
"25","IQSEC2","HighEvidence"
"26","KCNA2","HighEvidence"
"27","KCNB1","HighEvidence"
"28","KCNJ10","HighEvidence"
"29","KCNQ2","HighEvidence"
"30","KCNQ3","HighEvidence"
"31","KCNT1","HighEvidence"
"32","KIAA1279","HighEvidence"
"33","KIAA2022","HighEvidence"
"34","MAPK10","HighEvidence"
"35","MBD5","HighEvidence"
"36","MECP2","HighEvidence"
"37","MEF2C","HighEvidence"
"38","PCDH19","HighEvidence"
"39","PIGA","HighEvidence"
"40","PLCB1","HighEvidence"
"41","PNKP","HighEvidence"
"42","POLG","HighEvidence"
"43","PRRT2","HighEvidence"
"44","PURA","HighEvidence"
"45","QARS","HighEvidence"
"46","SCN1A","HighEvidence"
"47","SCN1B","HighEvidence"
"48","SCN2A","HighEvidence"
"49","SCN8A","HighEvidence"
"50","SETD5","HighEvidence"
"51","SIK1","HighEvidence"
"52","SLC12A5","HighEvidence"
"53","SLC13A5","HighEvidence"
"54","SLC16A2","HighEvidence"
"55","SLC25A22","HighEvidence"
"56","SLC2A1","HighEvidence"
"57","SLC6A1","HighEvidence"
"58","SLC9A6","HighEvidence"
"59","SPTAN1","HighEvidence"
"60","STX1B","HighEvidence"
"61","STXBP1","HighEvidence"
"62","SYNGAP1","HighEvidence"
"63","TCF4","HighEvidence"
"64","UBE2A","HighEvidence"
"65","UBE3A","HighEvidence"
"66","WDR45","HighEvidence"
"67","WWOX","HighEvidence"
"68","ZEB2","HighEvidence"
"69","ABAT","LowEvidence"
"70","ADGRV1","LowEvidence"
"71","ALDH7A1","LowEvidence"
"72","ATP1A2","LowEvidence"
"73","BTD","LowEvidence"
"74","CACNA1A","LowEvidence"
"75","CACNA1H","LowEvidence"
"76","CACNB4","LowEvidence"
"77","CASK","LowEvidence"
"78","CASR","LowEvidence"
"79","CBL","LowEvidence"
"80","CHRNA2","LowEvidence"
"81","CHRNB2","LowEvidence"
"82","CLN3","LowEvidence"
"83","CLN5","LowEvidence"
"84","CLN6","LowEvidence"
"85","CLN8","LowEvidence"
"86","CNTN2","LowEvidence"
"87","COL4A1","LowEvidence"
"88","COL4A2","LowEvidence"
"89","CPA6","LowEvidence"
"90","CRH","LowEvidence"
"91","CSNK1G1","LowEvidence"
"92","CSTB","LowEvidence"
"93","CTSD","LowEvidence"
"94","EEF1A2","LowEvidence"
"95","EFHC1","LowEvidence"
"96","EPM2A","LowEvidence"
"97","FTL","LowEvidence"
"98","GABBR2","LowEvidence"
"99","GABRD","LowEvidence"
"100","GAMT","LowEvidence"
"101","GATAD2B","LowEvidence"
"102","GATM","LowEvidence"
"103","GLRA1","LowEvidence"
"104","GLRB","LowEvidence"
"105","GOSR2","LowEvidence"
"106","GPHN","LowEvidence"
"107","HLCS","LowEvidence"
"108","HNRNPU","LowEvidence"
"109","KCNA1","LowEvidence"
"110","KCNC1","LowEvidence"
"111","KCNMA1","LowEvidence"
"112","KCTD7","LowEvidence"
"113","LGI1","LowEvidence"
"114","MAGI2","LowEvidence"
"115","MFSD8","LowEvidence"
"116","MOCS1","LowEvidence"
"117","MOCS2","LowEvidence"
"118","MT-TL1","LowEvidence"
"119","NECAP1","LowEvidence"
"120","NEDD4L","LowEvidence"
"121","NHLRC1","LowEvidence"
"122","NRXN1","LowEvidence"
"123","PIGQ","LowEvidence"
"124","PNPO","LowEvidence"
"125","PPT1","LowEvidence"
"126","PRICKLE1","LowEvidence"
"127","PRICKLE2","LowEvidence"
"128","RYR3","LowEvidence"
"129","SCARB2","LowEvidence"
"130","SCN2B","LowEvidence"
"131","SCN9A","LowEvidence"
"132","SLC6A5","LowEvidence"
"133","SLC6A8","LowEvidence"
"134","SMS","LowEvidence"
"135","SRPX2","LowEvidence"
"136","ST3GAL3","LowEvidence"
"137","SZT2","LowEvidence"
"138","TBC1D24","LowEvidence"
"139","TBL1XR1","LowEvidence"
"140","TPP1","LowEvidence"
"141","TSC1","LowEvidence"
