"","GeneSymbol","LevelOfConfidence"
"1","SELENON","HighEvidence"
"2","MYMK","HighEvidence"
"3","STIM1","HighEvidence"
"4","RYR1","HighEvidence"
"5","ACTA1","HighEvidence"
"6","SLC25A4","HighEvidence"
"7","LMNA","HighEvidence"
"8","KLHL41","HighEvidence"
"9","ORAI1","HighEvidence"
"10","TTN","HighEvidence"
"11","CFL2","HighEvidence"
"12","LGI4","HighEvidence"
"13","STAC3","HighEvidence"
"14","TNNT1","HighEvidence"
"15","EPG5","HighEvidence"
"16","KBTBD13","HighEvidence"
"17","HTRA2","HighEvidence"
"18","MTM1","HighEvidence"
"19","TPM2","HighEvidence"
"20","MAP3K20","HighEvidence"
"21","MICU1","HighEvidence"
"22","MYO18B","HighEvidence"
"23","COL6A3","HighEvidence"
"24","NEB","HighEvidence"
"25","SPEG","HighEvidence"
"26","SCN4A","HighEvidence"
"27","MYH8","HighEvidence"
"28","TPM3","HighEvidence"
"29","COL6A1","HighEvidence"
"30","COL12A1","HighEvidence"
"31","DNM2","HighEvidence"
"32","CACNA1S","HighEvidence"
"33","MYH3","HighEvidence"
"34","VMA21","HighEvidence"
"35","BIN1","HighEvidence"
"36","FKBP14","HighEvidence"
"37","LMOD3","HighEvidence"
"38","KLHL40","HighEvidence"
"39","COL6A2","HighEvidence"
"40","MYH7","HighEvidence"
"41","MEGF10","HighEvidence"
"42","MYH2","HighEvidence"
"43","CNTN1","ModerateEvidence"
"44","MYPN","ModerateEvidence"
"45","HACD1","ModerateEvidence"
"46","KY","ModerateEvidence"
"47","NEFL","ModerateEvidence"
"48","CASQ1","ModerateEvidence"
"49","LAMP2","ModerateEvidence"
"50","MTMR14","ModerateEvidence"
"51","MYBPC3","ModerateEvidence"
"52","MYL1","ModerateEvidence"
"53","VPS33B","ModerateEvidence"
"54","CCDC78","ModerateEvidence"
"55","GNE","LowEvidence"
"56","DNAJB6","LowEvidence"
"57","DMPK","LowEvidence"
"58","TIA1","LowEvidence"
"59","DES","LowEvidence"
"60","LDB3","LowEvidence"
"61","PUS1","LowEvidence"
"62","CRYAB","LowEvidence"
"63","SPTBN4","LowEvidence"
"64","HRAS","LowEvidence"
"65","CAV3","LowEvidence"
"66","MYOT","LowEvidence"
"67","YARS2","LowEvidence"
"68","MYH14","LowEvidence"
"69","ISCU","LowEvidence"
"70","BAG3","LowEvidence"
"71","PNPLA2","LowEvidence"
"72","SLC25A42","LowEvidence"
"73","STIM2","LowEvidence"
"74","FLNC","LowEvidence"
"75","MATR3","LowEvidence"
"76","ECEL1","LowEvidence"
"77","MYBPC1","LowEvidence"
"78","TNNI2","LowEvidence"
"79","CHCHD10","LowEvidence"
"80","HNRNPA1","LowEvidence"
"81","GFER","LowEvidence"
"82","TNNT3","LowEvidence"
"83","CPT2","LowEvidence"
"84","MYF6","LowEvidence"
"85","DYSF","LowEvidence"
"86","RBCK1","LowEvidence"
"87","ATP2A1","LowEvidence"
"88","PIEZO2","LowEvidence"
"89","FAM111B","LowEvidence"
"90","COL9A3","LowEvidence"
"91","MT-TL1","LowEvidence"
"92","VCP","LowEvidence"
